Noise,N,0
0.1102,100,0.0020
0.0511,100,0.0197
0.0107,100,0.0046
0.1001,200,0.0263
0.0515,200,0.0115
0.0099,200,0.0038
0.1039,400,0.0216
0.0522,400,0.0102
0.0100,400,0.0058
0.1023,800,0.0199
0.0527,800,0.0111
0.0106,800,0.0055
0.1024,1600,0.0188
0.0520,1600,0.0088
0.0103,1600,0.0031
