Noise,N,0,1,2,3
0.1,100,0.6265632834326429,0.8321500413501508,1.1132019485901572,3.035570227079944
0.05,100,0.6806525968107209,0.6388643303792789,1.1948888175274717,16.622557223005312
0.01,100,0.7794412896008893,0.5434875573099243,2.7606539641481107,8.224422537780024
0.1,200,0.42702650682942656,0.5118530973414048,1.3094104207196855,2.6236642292453776
0.05,200,0.462262294083953,0.60188771761997,1.0920329629985523,6.5833002652232135
0.01,200,0.5545646608068112,0.6097596242210306,0.8543951482935233,9.048773171228452
0.1,400,0.4195813405384753,0.4833629113678334,1.0214594458714643,1.7161918897430373
0.05,400,0.4075772676366113,0.6464875695835636,0.9284466513796149,2.1867986224202536
0.01,400,0.5028674341216572,0.3901837791739359,0.8937432054670202,8.129099873830178
0.1,800,0.34280037027250576,0.5123591125583477,0.6216639807902999,1.3418603467908985
0.05,800,0.4195671275264616,0.3554366161101004,0.5863476057292348,1.590789112245791
0.01,800,0.39579991372673934,0.39665269121644187,0.7202265319486045,3.732934895547043
0.1,1600,0.3232786105563048,0.2774932588532323,0.5305439355401357,1.3042416719592131
0.05,1600,0.33047339737934023,0.3088859149963413,0.6562081146048686,1.3883861004918836
0.01,1600,0.3160619252989991,0.3359735914555044,0.6230212571846132,2.984863777166667
