Noise,N,x0,x1,x2,x3,x4
0.1102,100,-0.0013,-0.9975,-0.0194,-0.0269,-0.0495
0.1102,100,0.9667,0.0138,-0.1025,-0.1179,-0.0704
0.1102,100,0.1041,-0.0178,0.9907,-0.0001,-0.0066
0.1102,100,0.2122,-0.0573,-0.0174,0.4868,0.4913
0.1102,100,-0.0417,0.0001,0.0026,-0.4967,0.5006
0.0511,100,0.5109,0.4376,0.0563,-0.0002,-0.0000
0.0511,100,-0.4375,0.5131,-0.0162,-0.0000,-0.0000
0.0511,100,-0.0571,-0.0150,0.9979,0.0000,-0.0000
0.0511,100,0.0002,-0.0000,0.0000,0.5000,0.5000
0.0511,100,0.0000,-0.0000,0.0000,-0.5000,0.5000
0.0107,100,0.9960,0.0706,-0.0502,0.0000,-0.0080
0.0107,100,-0.0706,0.9974,0.0022,-0.0000,0.0002
0.0107,100,0.0503,0.0014,0.9987,0.0000,-0.0001
0.0107,100,-0.0079,-0.0002,0.0003,-0.0000,0.0001
0.0107,100,-0.0000,-0.0000,0.0000,-0.0000,0.0000
0.1001,200,0.4863,0.5001,-0.0409,0.0000,0.0019
0.1001,200,0.4993,0.5131,0.0083,-0.0000,-0.0004
0.1001,200,0.0188,0.0133,0.9990,0.0000,0.0000
0.1001,200,0.0005,-0.0019,0.0000,-0.5000,0.5000
0.1001,200,-0.0000,0.0000,-0.0000,-0.5000,-0.5000
0.0515,200,0.5146,-0.4847,0.0239,0.0061,0.0040
0.0515,200,0.4781,0.5165,0.0469,0.0425,0.0521
0.0515,200,-0.0602,0.0093,0.9975,-0.0018,-0.0025
0.0515,200,-0.0423,0.0044,-0.0024,0.4982,0.4973
0.0515,200,0.0527,-0.0026,0.0026,-0.4981,-0.4972
0.0099,200,0.4858,0.5225,0.0362,0.0062,-0.0010
0.0099,200,-0.5084,0.4915,-0.1171,-0.0224,0.0198
0.0099,200,-0.1321,-0.0233,0.9855,-0.0019,0.0021
0.0099,200,0.0197,0.0014,0.0026,-0.4997,0.4996
0.0099,200,0.0220,0.0067,0.0037,-0.4995,-0.5006
0.1039,400,-0.0006,-0.0000,0.0045,0.0019,0.0057
0.1039,400,0.9995,0.0035,0.0248,-0.0007,-0.0015
0.1039,400,-0.0248,0.0078,0.9995,0.0000,0.0000
0.1039,400,0.0015,-0.0057,0.0000,-0.0000,-0.0000
0.1039,400,-0.0007,0.0019,-0.0000,0.0000,0.0000
0.0522,400,-0.0000,-0.0082,-0.0101,0.0036,0.0041
0.0522,400,-0.0074,0.9999,-0.0000,0.0001,0.0002
0.0522,400,0.0079,0.0000,0.9999,0.0000,0.0000
0.0522,400,-0.0057,0.0001,0.0000,0.5000,-0.5000
0.0522,400,0.0017,-0.0000,0.0000,0.5000,0.5000
0.0100,400,0.4945,0.5005,0.0177,-0.0013,0.0002
0.0100,400,0.4992,0.5057,-0.0101,0.0000,-0.0000
0.0100,400,0.0027,-0.0101,0.9997,0.0000,-0.0000
0.0100,400,0.0013,0.0000,0.0000,0.5000,0.5000
0.0100,400,-0.0002,-0.0000,-0.0000,-0.5000,0.5000
0.1023,800,0.5037,0.5018,-0.0009,0.0025,0.0000
0.1023,800,0.4982,0.4962,-0.0008,0.0007,0.0000
0.1023,800,0.0046,-0.0030,1.0000,0.0000,-0.0000
0.1023,800,-0.0046,0.0014,0.0000,1.0000,0.0000
0.1023,800,-0.0000,-0.0000,-0.0000,-0.0000,1.0000
0.0527,800,0.5025,0.4959,0.0098,-0.0007,-0.0045
0.0527,800,0.5040,0.4975,-0.0064,-0.0000,-0.0003
0.0527,800,0.0034,-0.0068,0.9999,-0.0000,-0.0000
0.0527,800,0.0007,0.0000,0.0000,-0.0000,-0.0000
0.0527,800,0.0045,0.0003,0.0000,-0.0000,-0.0000
0.0106,800,0.5049,0.4989,-0.0008,-0.0048,-0.0000
0.0106,800,0.5010,0.4951,0.0009,0.0017,0.0000
0.0106,800,0.0011,-0.0012,1.0000,0.0000,0.0000
0.0106,800,-0.0012,0.0043,-0.0000,1.0000,-0.0000
0.0106,800,-0.0000,0.0000,0.0000,-0.0000,1.0000
0.1024,1600,0.0003,1.0000,-0.0010,0.0000,-0.0000
0.1024,1600,-1.0000,0.0003,-0.0078,-0.0006,0.0006
0.1024,1600,-0.0078,0.0010,1.0000,-0.0000,0.0000
0.1024,1600,-0.0004,-0.0000,-0.0000,0.5000,0.5000
0.1024,1600,-0.0013,-0.0001,-0.0000,0.5000,-0.5000
0.0520,1600,0.0002,1.0000,-0.0002,-0.0012,-0.0006
0.0520,1600,1.0000,-0.0002,0.0012,0.0008,0.0001
0.0520,1600,-0.0012,0.0002,1.0000,0.0000,0.0000
0.0520,1600,-0.0008,0.0012,-0.0000,0.5000,-0.5000
0.0520,1600,-0.0001,0.0006,0.0000,0.5000,0.5000
0.0103,1600,1.0000,0.0023,0.0018,0.0031,0.0000
0.0103,1600,-0.0023,1.0000,0.0000,-0.0000,-0.0000
0.0103,1600,-0.0018,0.0000,1.0000,-0.0000,-0.0000
0.0103,1600,-0.0031,-0.0000,-0.0000,1.0000,-0.0000
0.0103,1600,-0.0000,0.0000,-0.0000,-0.0000,1.0000
