Noise,N,0
0.1102,100,1.4368
0.0511,100,2.0697
0.0107,100,1.7142
0.1001,200,2.4708
0.0515,200,2.3636
0.0099,200,1.6749
0.1039,400,2.2432
0.0522,400,1.9071
0.0100,400,1.7606
0.1023,800,1.7447
0.0527,800,1.8205
0.0106,800,1.4301
0.1024,1600,1.7800
0.0520,1600,1.6295
0.0103,1600,1.4055
