Noise,N,0
0.1102,100,1.5158
0.0511,100,1.3590
0.0107,100,1.6283
0.1001,200,2.1831
0.0515,200,1.8545
0.0099,200,1.7453
0.1039,400,2.0492
0.0522,400,1.8986
0.0100,400,1.6101
0.1023,800,1.8001
0.0527,800,1.8264
0.0106,800,1.5799
0.1024,1600,1.9965
0.0520,1600,1.6529
0.0103,1600,1.4180
