Noise,N,0
0.11015508364278596,100,0.001953457296480737
0.0511057977146674,100,0.019723002485868914
0.010719759372056116,100,0.004610834581000621
0.10011801126336303,200,0.026331396888920375
0.05145792228758064,200,0.011532760792106418
0.009908044647757925,200,0.003834626954550623
0.10393334051207262,400,0.02161761456084608
0.052208201059356335,400,0.010199493174672728
0.00997319708098079,400,0.005751875614922911
0.10226422663555237,800,0.01985347114930896
0.05268798720839827,800,0.011055645608721512
0.010555982947814586,800,0.00550516245364229
0.10239374953760644,1600,0.018844461021067987
0.05204944675465384,1600,0.008845473341107489
0.01034816936172506,1600,0.003066126342665088
