Noise,N,0
0.11015508364278596,100,-85.63438241614251
0.0511057977146674,100,-52.72647276019844
0.010719759372056116,100,-61.87910212487565
0.10011801126336303,200,-81.37906975424153
0.05145792228758064,200,-78.45244306629476
0.009908044647757925,200,-43.098773205595464
0.10393334051207262,400,-97.9121039990932
0.052208201059356335,400,-33.506611241490106
0.00997319708098079,400,-29.627732256522574
0.10226422663555237,800,-20.395467723290665
0.05268798720839827,800,-99.96635301454964
0.010555982947814586,800,-177.0984895586007
0.10239374953760644,1600,-195.18826251523657
0.05204944675465384,1600,-494.9095674295215
0.01034816936172506,1600,-751.3819131705625
