Noise,N,0,1,2,3
0.11015508364278596,100,0.3933849321035138,0.7150833877655743,0.9237661985375296,1.0
0.0511057977146674,100,0.36233151077501935,0.7895894422268315,0.9978858475279204,1.0
0.010719759372056116,100,0.3750413859582762,0.8513335104797386,0.9749848077542742,1.0
0.10011801126336303,200,0.3385215183227609,0.8188985552319952,0.9346364772251444,1.0
0.05145792228758064,200,0.366209361139169,0.7883615993716996,0.9801486917778486,1.0
0.009908044647757925,200,0.36691036129351895,0.7719662457032861,0.9944464977625328,1.0
0.10393334051207262,400,0.3358473733148888,0.7751807191673727,0.8913539882937271,1.0
0.052208201059356335,400,0.3705543094260917,0.7941640274727894,0.935015185778184,1.0
0.00997319708098079,400,0.3672070369940736,0.8341222735875555,0.9962782439493628,1.0
0.10226422663555237,800,0.3613553436462236,0.7662621225118982,0.9180659864002412,1.0
0.05268798720839827,800,0.35959767875964144,0.8054384977925333,0.9549433850110859,1.0
0.010555982947814586,800,0.3678510875993333,0.8304839661263931,0.988388388473034,1.0
0.10239374953760644,1600,0.3505814049422001,0.7813518299655746,0.9311334334945864,1.0
0.05204944675465384,1600,0.3584900535440391,0.8065075547438137,0.951795586118802,1.0
0.01034816936172506,1600,0.3607064218599277,0.8369182499265442,0.9876221992386433,1.0
