Noise,N,0
0.13739061872412758,100,0.023321391162612132
0.07043360569629047,100,0.008763043080057186
0.014656653213887186,100,0.0016632272250574314
0.1440351717781424,200,0.01813072347890157
0.06926268647752573,200,0.004950847099793554
0.014134517170754056,200,1.0000611321745443e-06
0.14122280363219653,400,0.020711169341650487
0.0706122058593459,400,0.005440748226785672
0.014299172916431175,400,0.00021903546010312709
0.1377814890502813,800,0.019918814619060643
0.07150611448875592,800,0.0053911087261300965
0.014234079326417385,800,0.0002161157156364359
0.14003669304096866,1600,0.0198474463636084
0.07040585375029043,1600,0.004820487931045405
0.014080445040041707,1600,0.00020518612327680272
