Noise,N,x0,x1,x2,x3,x4
0.1374,100,0.4797,-0.8139,0.0074,-0.3164,0.0767
0.1374,100,0.3667,0.3148,0.0027,-0.0751,0.5137
0.1374,100,0.3868,0.2817,-0.0015,-0.0673,0.5134
0.1374,100,0.1482,-0.0967,-0.5003,0.4685,0.0064
0.1374,100,-0.1611,0.0905,0.4988,-0.4640,-0.0067
0.0704,100,0.0823,-0.2849,0.2788,-0.1437,-0.9007
0.0704,100,-0.8905,0.2675,-0.2059,0.1404,-0.2550
0.0704,100,-0.0802,0.0074,0.0067,0.0139,-0.0003
0.0704,100,0.3177,0.9137,0.0616,-0.0486,-0.2319
0.0704,100,0.2476,-0.0833,-0.9346,-0.0423,-0.2330
0.0147,100,0.1702,-0.2117,0.7893,0.4725,-0.2827
0.0147,100,0.5279,-0.0758,-0.1289,0.2268,0.3945
0.0147,100,0.3311,0.4460,0.2338,-0.3531,-0.0697
0.0147,100,-0.2156,-0.4621,-0.1730,-0.1067,-0.4490
0.0147,100,0.6378,-0.0968,-0.0685,-0.2303,-0.1268
0.1440,200,0.2356,0.2309,0.3679,-0.0986,0.8632
0.1440,200,-0.5657,0.4028,-0.1616,0.0393,0.0998
0.1440,200,0.2291,0.0456,-0.4306,0.4827,0.1625
0.1440,200,0.1502,-0.4713,0.0467,0.4885,0.1141
0.1440,200,0.2524,0.0568,0.5772,-0.0199,-0.3343
0.0693,200,0.6303,-0.0039,0.0346,0.6293,0.4529
0.0693,200,-0.1969,0.0005,-0.5024,-0.0828,0.4486
0.0693,200,0.3071,-0.5000,0.0056,-0.3841,0.0877
0.0693,200,-0.3224,-0.4994,-0.0038,0.3738,-0.0794
0.0693,200,-0.2476,0.0000,0.4955,-0.0968,0.4278
0.0141,200,0.7994,0.2600,-0.2735,0.2180,-0.4112
0.0141,200,0.3516,0.0496,0.4453,0.0419,0.4166
0.0141,200,0.0153,0.0039,-0.0063,0.0043,-0.0091
0.0141,200,0.0919,0.0131,-0.5173,0.0124,0.4738
0.0141,200,-0.2576,0.9627,0.0414,-0.0316,0.0631
0.1412,400,0.7559,-0.4873,0.0035,0.4318,0.0651
0.1412,400,-0.2578,0.0741,-0.0001,0.4328,0.4918
0.1412,400,0.0032,-0.0009,0.0000,0.0008,0.0001
0.1412,400,-0.1779,0.0488,-0.0007,0.4598,-0.5056
0.1412,400,-0.0052,0.0025,-0.0009,0.0031,-0.0006
0.0706,400,0.3522,-0.7684,-0.3603,0.0603,0.3893
0.0706,400,0.7714,0.5616,-0.2018,0.0268,0.2187
0.0706,400,0.3675,-0.2123,0.4016,0.0131,-0.3937
0.0706,400,0.0519,-0.0370,-0.0171,-0.9976,0.0185
0.0706,400,-0.0008,0.0027,0.4944,0.0006,0.5028
0.0143,400,0.3725,-0.5479,-0.1206,0.3653,-0.6424
0.0143,400,0.2280,-0.0949,0.4807,-0.4387,-0.1148
0.0143,400,-0.2180,-0.4126,0.5158,-0.0589,0.1018
0.0143,400,0.4548,0.3177,-0.0363,-0.3816,-0.2192
0.0143,400,0.0073,-0.0007,-0.0028,-0.0031,-0.0065
0.1378,800,0.4998,0.6646,-0.4915,-0.2089,-0.1522
0.1378,800,0.0042,0.0002,-0.0027,-0.0015,-0.0019
0.1378,800,-0.4108,0.3146,0.1346,0.0547,-0.4624
0.1378,800,-0.0018,0.0010,0.0004,0.0003,0.0006
0.1378,800,-0.4025,0.3188,0.1341,0.0550,-0.4613
0.0715,800,0.7446,0.1518,-0.3453,-0.4485,0.3186
0.0715,800,-0.0855,-0.5070,0.0167,0.0185,0.4852
0.0715,800,0.3874,0.0317,0.4230,0.4004,0.0697
0.0715,800,0.3111,-0.4743,-0.0625,0.4165,0.0569
0.0715,800,-0.0142,-0.0009,-0.4980,-0.0020,-0.5013
0.0142,800,0.0965,-0.0515,-0.7052,-0.6618,-0.2278
0.0142,800,0.0992,-0.5100,-0.0503,-0.0586,0.4873
0.0142,800,-0.2647,0.0363,0.1128,-0.3589,0.5259
0.0142,800,-0.6455,0.0264,-0.5791,0.4793,0.1222
0.0142,800,0.4154,0.5080,-0.2125,0.2547,-0.0650
0.1400,1600,0.7203,0.1832,0.6153,-0.1296,0.2282
0.1400,1600,0.2062,-0.4785,0.0748,-0.0152,-0.4725
0.1400,1600,0.1539,-0.4837,0.0568,0.4885,0.0209
0.1400,1600,-0.1782,-0.0190,-0.0654,-0.4866,0.4759
0.1400,1600,-0.0019,0.0017,-0.0013,-0.0009,0.0000
0.0704,1600,0.2450,0.5089,0.7670,0.2046,0.2255
0.0704,1600,-0.0004,-0.0013,-0.0005,-0.0003,-0.0004
0.0704,1600,0.2743,0.1102,-0.3303,0.0441,0.5482
0.0704,1600,0.6353,-0.2401,-0.1089,0.1027,0.1128
0.0704,1600,0.1456,-0.4408,0.0867,0.0230,0.5255
0.0141,1600,0.0825,-0.0531,-0.2332,-0.1340,-0.9581
0.0141,1600,-0.0132,0.9984,-0.0136,-0.0062,-0.0522
0.0141,1600,0.0201,0.0018,-0.0055,-0.0112,0.0032
0.0141,1600,0.4155,0.0052,-0.0975,-0.5054,0.1299
0.0141,1600,-0.4513,-0.0108,0.1190,0.5533,-0.1447
