Noise,N,0
0.13739061872412758,100,0.9828283134835188
0.07043360569629047,100,0.8343196687845333
0.014656653213887186,100,0.7405311372403707
0.1440351717781424,200,0.9931890740657168
0.06926268647752573,200,0.9211707745727838
0.014134517170754056,200,0.6245949135922584
0.14122280363219653,400,0.9907949303966229
0.0706122058593459,400,0.9710140433650324
0.014299172916431175,400,0.6412257349747671
0.1377814890502813,800,0.9905923601883068
0.07150611448875592,800,1.0007129867342837
0.014234079326417385,800,0.6012702392143814
0.14003669304096866,1600,0.9993656720239354
0.07040585375029043,1600,0.9993656865105252
0.014080445040041707,1600,0.9993656935614972
