Noise,N,0
0.13739061872412758,100,-33.13359595039244
0.07043360569629047,100,-98.3453665774602
0.014656653213887186,100,-233.78717035217878
0.1440351717781424,200,-76.52058553403639
0.06926268647752573,200,-218.5973630249516
0.014134517170754056,200,-518.1112672607774
0.14122280363219653,400,-187.27025294273673
0.0706122058593459,400,-453.5906464334896
0.014299172916431175,400,-1077.0098017299388
0.1377814890502813,800,-418.4999873490455
0.07150611448875592,800,-931.4634011615808
0.014234079326417385,800,-2200.0575545385145
0.14003669304096866,1600,-837.6389659084006
0.07040585375029043,1600,-1928.9113251243866
0.014080445040041707,1600,-4474.080075316735
