Noise,N,0
0.13739061872412758,100,0.7586490165627289
0.07043360569629047,100,0.7004381637624804
0.014656653213887186,100,0.6856851301129535
0.1440351717781424,200,0.5337401733685078
0.06926268647752573,200,0.6355002436435206
0.014134517170754056,200,0.6171684312367571
0.14122280363219653,400,0.6036062230861874
0.0706122058593459,400,0.5888312945602567
0.014299172916431175,400,0.5452891401716744
0.1377814890502813,800,0.5228621499283852
0.07150611448875592,800,0.5824106339163961
0.014234079326417385,800,0.549003416460595
0.14003669304096866,1600,0.5382085497644314
0.07040585375029043,1600,0.5175841154783667
0.014080445040041707,1600,0.4879060659879533
