Noise,N,0,1,2,3,4
0.1374,100,0.1052,0.7553,0.7559,0.9862,1.0000
0.0704,100,0.0027,0.0337,0.0746,0.0883,1.0000
0.0147,100,0.0077,0.0239,0.4364,0.8311,1.0000
0.1440,200,0.0298,0.0615,0.1286,0.1379,1.0000
0.0693,200,0.2110,0.2110,0.2118,0.5741,1.0000
0.0141,200,0.3584,0.4384,0.5391,0.6152,1.0000
0.1412,400,0.3144,0.5831,0.5833,0.9883,1.0000
0.0706,400,0.0576,0.4552,0.6390,0.6458,1.0000
0.0143,400,0.0596,0.2189,0.2275,0.3277,1.0000
0.1378,800,0.1203,0.4339,0.8243,0.9368,1.0000
0.0715,800,0.2941,0.3134,0.4332,0.7433,1.0000
0.0142,800,0.0040,0.0052,0.2641,0.8481,1.0000
0.1400,1600,0.2694,0.2948,0.8053,0.8482,1.0000
0.0704,1600,0.0268,0.1460,0.7491,0.8521,1.0000
0.0141,1600,0.0029,0.0041,0.0275,0.0353,1.0000
