Noise,N,0,1,2,3,4
0.13739061872412758,100,0.10520479750650456,0.4166560868235926,8.027529596317081e-05,0.05156918237814282,0.0026060690070454
0.07043360569629047,100,0.002730018701822207,0.030859885515886393,0.03624117976638285,0.010485893696870759,0.6143917906674807
0.014656653213887186,100,0.007674906886317394,0.015766415518948168,0.3665874598022673,0.13117416806185642,0.031734149533995545
0.1440351717781424,200,0.029777003147353924,0.0302631348922672,0.058138535335733675,0.006921584137729306,0.4780401225303143
0.06926268647752573,200,0.21101485890392369,2.497115166554328e-05,0.00028452269910889176,0.180949331347666,0.08143275454562951
0.014134517170754056,200,0.35844209624126705,0.031536463239495126,0.036635136190967976,0.017428113641309494,0.07884513381849605
0.14122280363219653,400,0.31443334582565674,0.1126700989036448,2.774040789656728e-06,0.08387937084580452,0.0024185584594575643
0.0706122058593459,400,0.057580300931280484,0.3251893907155062,0.05687617888365702,0.0017431117443808698,0.06801891646041325
0.014299172916431175,400,0.059627246582741336,0.13705039479996972,0.005286551131359948,0.05716058305510718,0.21234604574328012
0.1377814890502813,800,0.12030075414618432,0.21829390736324428,0.11013297046623746,0.020855582548113483,0.01120208336520211
0.07150611448875592,800,0.2941066998581355,0.010419006096195251,0.05576934777565379,0.09358526100259004,0.04274534094252863
0.014234079326417385,800,0.004043897774032746,0.0011172986184093065,0.2560694355734072,0.21385058947032035,0.02260641144667345
0.14003669304096866,1600,0.2694474874238598,0.01371957478330987,0.18259931191895332,0.007712345293693426,0.021624707450790863
0.07040585375029043,1600,0.0268088252625735,0.1150869554967123,0.32266447864444125,0.0188196406887104,0.022669770309152897
0.014080445040041707,1600,0.002870555690856642,0.001211522637252935,0.02334821089355165,0.007741373970978052,0.7705092698339477
