Noise,N,0
0.13739061872412758,100,-43.83440102055148
0.07043360569629047,100,-29.59339353012907
0.014656653213887186,100,-54.47881061481429
0.1440351717781424,200,-71.82156038411517
0.06926268647752573,200,-25.75382268902597
0.014134517170754056,200,-51.417743307510435
0.14122280363219653,400,-9.647431329969578
0.0706122058593459,400,-19.064981164734007
0.014299172916431175,400,-16.488921546808687
0.1377814890502813,800,-73.66669239609311
0.07150611448875592,800,-137.39144446222213
0.014234079326417385,800,-1064.9787033313592
0.14003669304096866,1600,-250.64083650278545
0.07040585375029043,1600,-855.5057654564541
0.014080445040041707,1600,-3518.818932191109
