Noise,N,0
0.0,100,-85.59743747883466
0.025,100,-76.92498080756417
0.0,200,-146.26849840681353
0.025,200,-142.37189119751775
0.0,400,-227.18173118761902
0.025,400,-222.05236835371102
0.0,800,-308.33371424022414
0.025,800,-312.8211940408442
0.0,1600,-228.17747054869744
0.025,1600,-269.01584262049994
