Noise,N,0
0.0000,100,-92.3067
0.0250,100,-83.3128
0.0000,200,-164.4626
0.0250,200,-178.1318
0.0000,400,-344.4591
0.0250,400,-340.4857
0.0000,800,-675.3215
0.0250,800,-641.6833
0.0000,1600,-1247.1797
0.0250,1600,-1199.0634
