Noise,N,0
0.0000,100,3.0063
0.0010,100,2.0812
0.0000,200,2.2437
0.0010,200,1.6936
0.0000,400,2.2138
0.0010,400,2.4186
0.0000,800,2.0957
0.0010,800,2.0659
0.0000,1600,1.9996
0.0010,1600,2.1994
