Noise,N,0,1,2,3,4
0.0010,100,0.5673,0.7376,3.1159,8.6802,6.8505
0.0000,100,0.5891,1.3428,2.8043,1.5433,14.6407
0.0010,200,0.5646,0.9714,1.1191,3.4942,3.0925
0.0000,200,0.8236,1.0222,1.3469,1.7433,3.5630
0.0010,400,0.6323,0.8761,1.2410,2.2246,2.0404
0.0000,400,0.8617,1.0413,1.3885,1.7860,2.4648
0.0010,800,0.7295,1.0552,1.1580,1.4788,1.9375
0.0000,800,0.7222,0.9568,1.5011,1.6222,2.1131
0.0010,1600,0.6985,0.8939,1.1388,1.3932,1.5110
0.0000,1600,0.7024,0.9725,1.1215,1.3913,1.6504
