Noise,N,0
0.0000,100,0.0061
0.0010,100,0.0063
0.0000,200,0.0029
0.0010,200,0.0014
0.0000,400,0.0096
0.0010,400,0.0079
0.0000,800,0.0084
0.0010,800,0.0057
0.0000,1600,0.0060
0.0010,1600,0.0073
