Noise,N,0
0.0000,100,-85.6962
0.0250,100,-77.6822
0.0000,200,-146.1016
0.0250,200,-142.6568
0.0000,400,-227.3180
0.0250,400,-222.2663
0.0000,800,-308.0501
0.0250,800,-313.0960
0.0000,1600,-228.2269
0.0250,1600,-269.1514
