Noise,N,0,1,2,3,4
0.0010,100,2.1606,1.1474,1.0253,4.5781,1.1378
0.0000,100,2.8718,0.7184,1.9148,1.5314,5.2080
0.0010,200,2.4048,1.0364,1.6486,0.9305,1.4551
0.0000,200,0.8420,3.5248,0.9059,3.5668,2.9943
0.0010,400,2.5265,1.3039,0.7648,3.5427,1.3754
0.0000,400,2.6291,1.5119,2.2046,0.7208,3.8864
0.0010,800,1.4071,0.7779,69.4498,1.3325,1.4374
0.0000,800,2.3885,1.1475,0.8382,1.4016,1.6142
0.0010,1600,2.7404,0.7742,1.2211,2.2856,1.4183
0.0000,1600,0.9325,0.9615,1.4933,4.5206,1.1971
