Noise,N,0
0.001,100,-16.75790890707734
0.0,100,-16.12326868247505
0.001,200,-20.75526316516924
0.0,200,-112.32430151277549
0.001,400,-372.7732552991517
0.0,400,-556.5607772776883
0.001,800,-1805.3623447404182
0.0,800,-1174.994938055393
0.001,1600,-3646.644934185259
0.0,1600,-4098.522562207191
