Noise,N,0,1,2,3,4
0.0,100,0.834033169958361,0.4811328964826546,517173.5339185313,2180823.600977816,69789938.67117918
0.025,100,0.8432735368814703,0.4704360530970589,44875.220161041376,577105.714494375,525348.0734957439
0.0,200,0.8165329494003845,0.4976524114931094,297444.69915848674,5257418.02827248,49790017.05907363
0.025,200,0.8346191982332346,0.4791267117793178,28576.397058207996,486960.66293368954,113441.95219514176
0.0,400,0.810181464635874,0.4957425470874198,4277350.207541985,4559680.917798017,9389348.926822592
0.025,400,0.8297729176794486,0.4899786497848434,129335.63470738615,1134970.0157406032,1445672.0940099878
0.0,800,0.7104231310065414,51.46332245090827,973483.3791975577,9197864.79262819,7782823.394582423
0.025,800,50.176677570471064,80.81992777443611,309.49943262111384,3221.30034735895,31550.250766075333
0.0,1600,24422.745558759103,73716.90570954225,220389.50165657653,758631.8807378409,4776057.6357969865
0.025,1600,0.8190161273667178,0.4881487941538677,173242.43890932598,315176.1121765587,6835386.646241527
