Noise,N,0
0.0000,100,-115.0420
0.0010,100,-128.1449
0.0000,200,-222.3834
0.0010,200,-223.6814
0.0000,400,-446.7967
0.0010,400,-440.9309
0.0000,800,-874.7334
0.0010,800,-984.6903
0.0000,1600,-2274.1834
0.0010,1600,-1741.1827
