Noise,N,0,1,2,3,4
0.0,100,0.5667853977775362,0.24494206471141675,0.001108245576339021,4.121237294549195e-05,0.022204973669157427
0.001,100,0.5010037161840225,0.4919397423148584,1.516303668999611e-08,5.367318060849192e-08,8.762413695367432e-08
0.0,200,0.5038727271631227,0.493354074184649,2.6698312198433372e-11,5.04617845459366e-11,-1.2313794035718215e-11
0.001,200,0.4655951369237588,0.4645319834581944,2.0410107431561808e-05,-3.934284790707354e-05,-4.7666396504466495e-05
0.0,400,0.5017654548110898,0.4965295849176431,2.13433654310273e-11,2.13433654310273e-11,2.13433654310273e-11
0.001,400,0.5016691666571442,0.4964648022089648,1.1188662934728868e-10,1.975727117157666e-10,4.166301764607885e-10
0.0,800,0.5008345374040859,0.4985839367358703,7.2703450423616365e-12,7.2703450423616365e-12,7.2703450423616365e-12
0.001,800,0.4989920281533958,0.4993997156279492,-3.0979261398993746e-06,-5.886589639351643e-06,-2.928919758907276e-06
0.0,1600,-0.022777765644547757,2.6346773378626898,-0.0003115240802471468,-0.0004671623065435387,-0.0004104334195449425
0.001,1600,0.4700378355300589,0.5091261717582227,-0.006550632204157724,0.010560330790880096,0.008712835068492616
