Noise,N,0,1,2,3,4
0.0000,100,0.5668,0.2449,0.0011,0.0000,0.0222
0.0010,100,0.5010,0.4919,0.0000,0.0000,0.0000
0.0000,200,0.5039,0.4934,0.0000,0.0000,-0.0000
0.0010,200,0.4656,0.4645,0.0000,-0.0000,-0.0000
0.0000,400,0.5018,0.4965,0.0000,0.0000,0.0000
0.0010,400,0.5017,0.4965,0.0000,0.0000,0.0000
0.0000,800,0.5008,0.4986,0.0000,0.0000,0.0000
0.0010,800,0.4990,0.4994,-0.0000,-0.0000,-0.0000
0.0000,1600,-0.0228,2.6347,-0.0003,-0.0005,-0.0004
0.0010,1600,0.4700,0.5091,-0.0066,0.0106,0.0087
