Noise,N,0
0.0000,100,0.9676
0.0010,100,0.9279
0.0000,200,0.9251
0.0010,200,211.3314
0.0000,400,0.8619
0.0010,400,0.8084
0.0000,800,0.7497
0.0010,800,10.2689
0.0000,1600,20727.9052
0.0010,1600,461.9231
