Noise,N,x0,x1,x2,x3,x4
0.0,100,0.9937914551480204,0.0024348916022736136,0.035648568033042165,-0.028963496271541406,-0.0636079277119548
0.0,100,0.060048845687845624,0.5000051584106396,0.0017844028460412206,-0.0014586284060123106,0.4959246320202834
0.0,100,0.028913540615875137,4.544257507630832e-06,0.5010308316662598,0.4991571828415366,-0.002247487163349882
0.0,100,-0.03558474618374132,-5.110547775221744e-06,0.4987232951178096,0.5010438042938279,0.0027769583645659464
0.0,100,0.001165349152964259,0.4999986002477341,8.936433781720405e-05,-7.299778221335967e-05,0.4998314594320204
0.001,100,0.9999735240729462,0.007144609052194188,-0.00019143445971124266,0.00018133374698359384,0.00021660499245840055
0.001,100,-0.007144609182408374,0.9999735920597254,5.98406075567714e-07,-4.4750493065779726e-07,-6.867231725518006e-07
0.001,100,6.931390570907785e-05,3.670888931059889e-07,0.4999999870307776,0.500000008091427,1.071126192252724e-08
0.001,100,-5.9212502491836316e-05,-4.168208137704818e-07,0.5000000157200647,0.4999999888691041,-1.4610471095359271e-08
0.001,100,-0.00021660358739742042,-1.0005575513905365e-06,2.8113988425410008e-08,-1.9737524030950906e-08,0.9999999710266214
0.0,200,0.9999958740252471,0.0017611350136764647,1.3420936539143187e-05,-2.310889443461693e-06,-2.82823418818823e-07
0.0,200,-0.001761135013604793,0.9999958742107946,7.739035745378207e-10,-3.956449264536503e-10,-5.015492015917122e-11
0.0,200,-1.3420935200219176e-05,6.047882978269385e-09,0.9999999998198722,4.9947144797039326e-11,5.91826307696571e-12
0.0,200,2.3108560768364646e-06,-7.78315432679236e-10,1.2078884522362598e-11,0.4999999999946604,0.4999999999993466
0.0,200,2.8285667725516486e-07,-9.29618647082252e-11,1.6706143605641681e-12,0.4999999999993468,0.49999999999992
0.001,200,0.9999872255918428,0.0011742655539220882,-2.99388586527683e-05,1.9219755162256492e-05,-8.012634768920246e-06
0.001,200,-0.0011742655509880847,0.9999872269211884,-1.913340151077472e-08,2.3380974626932367e-08,3.3629939878554587e-10
0.001,200,8.012577159190802e-06,-3.0460919382062636e-08,-3.289991101182745e-10,2.4506745567727056e-10,0.9999999999355632
0.001,200,-1.9219708364687674e-05,4.841546951476167e-08,4.295357613863301e-10,0.9999999996310652,6.330059839305322e-11
0.001,200,2.9938720756252167e-05,-9.283125472811912e-08,0.9999999991040224,7.20346373568772e-10,-1.515567627149422e-10
0.0,400,0.9999389016065834,-0.009223166525285431,-6.797058571225703e-06,6.153439068125341e-06,6.3106146871400025e-06
0.0,400,0.009223165867164452,0.9999367040876792,0.0008959422255613279,-0.0008221347936875043,-0.0008478043416194747
0.0,400,-6.925639297405176e-06,-0.0008959412426524079,0.4999991972395606,7.367047485936303e-07,0.500000759738831
0.0,400,6.439141718738032e-06,0.0008221326109118213,7.365527017402799e-07,0.9999993240550259,-6.970793248830911e-07
0.0,400,6.674743780564233e-06,0.0008478015513463106,0.5000007595177164,-6.970203032661891e-07,0.4999992811863942
0.001,400,0.999994151269404,-0.0006924747706710783,-3.1787184665608718e-06,2.3747899122686113e-05,2.1023297402854718e-06
0.001,400,0.0006924747694266638,0.9999941518488444,1.6842838369928025e-09,-6.035097113600854e-09,3.416252860630518e-10
0.001,400,-2.37985001693834e-05,-5.701953242535945e-08,1.0758182036909663e-10,0.4999999994350843,0.4999999999380316
0.001,400,-2.0916541023037756e-06,-5.7879127262758626e-09,0.5000000000088772,-3.6514232792901937e-11,0.4999999999957077
0.001,400,3.2187132236966664e-06,6.789916754546987e-09,0.4999999999897692,0.5000000000444673,4.376169845897248e-12
0.0,800,0.500219589186475,0.498503901766737,-1.6639156413694006e-07,-1.8861973420130275e-07,2.267463390617935e-07
0.0,800,0.501495999818245,0.4997759344778648,-1.3168419941854932e-07,-1.9856641593451703e-07,2.7290287859647216e-07
0.0,800,1.8974733308913516e-07,1.9746500638793185e-07,-5.1711399441751305e-14,0.9999999999999216,1.0825134219705736e-13
0.0,800,1.6552986433802852e-07,1.3244503627810224e-07,0.9999999999999638,-5.233415548644626e-14,7.076360623624623e-14
0.0,800,-2.2558056427095278e-07,-2.742113407097534e-07,7.059481106327678e-14,1.093658637388552e-13,0.999999999999848
0.001,800,0.995877047173122,0.06457502485380658,8.032124219685492e-06,0.0008997521590203617,8.433108995224311e-05
0.001,800,-0.0645751138942975,0.9956764378795236,0.0002902074114288008,0.014069659249247055,0.0013027179763209589
0.001,800,0.0009020248536423287,-0.014070057559489695,-4.100832473348016e-06,0.4998011795791114,0.4999815910753274
0.001,800,2.9315988953218572e-05,-0.0002902043180926661,0.9999999152999556,-4.101040410833202e-06,-3.7971257614179906e-07
0.001,800,9.226704227354988e-05,-0.001302750305155204,-3.797922700681548e-07,0.4999815910402489,0.4999982955059599
0.0,1600,0.5838514444061974,0.2271441185291251,0.17048387430336115,0.17818906040378146,-0.23334882584150646
0.0,1600,0.11981069955962598,-0.09094146608624208,-0.09961301443263428,0.9446089380208116,0.08453050827093225
0.0,1600,0.17422559411911928,0.09922263593563084,0.5964754822764005,-0.02364799689776096,0.4306418861462188
0.0,1600,0.5117465004929526,0.2888398162777961,0.20311318415382626,-0.17170577170606394,-0.024872771596011718
0.0,1600,-0.1854147034072288,-0.26798227506802025,0.3681145944687947,0.06732612554558905,0.5661713821391308
0.001,1600,0.5004429503664647,0.49964119209781,-3.087404323353245e-05,9.624936251453923e-06,5.323353576644182e-06
0.001,1600,0.4999732048665242,0.4995583150695456,0.014621387251563653,-0.012733083346146827,-0.0030241947402216873
0.001,1600,-0.014620656158403997,4.3855146454505735e-05,0.4997861410838539,0.0002149378679597317,0.5000391266492604
0.001,1600,0.012733967837125285,-2.0892056942421467e-05,0.00015756128462905374,0.999837793595494,-2.8141704029346008e-05
