Noise,N,0,1,2
0.1000,100,0.3637,0.8388,1.2282
0.0500,100,0.1437,0.3594,0.9694
0.0100,100,0.2925,0.0822,0.6751
0.1000,200,0.2398,0.7197,0.5967
0.0500,200,0.1238,0.1661,1.3448
0.0100,200,0.2131,0.2462,0.3740
0.1000,400,0.1695,0.1212,0.3617
0.0500,400,0.1990,0.9354,0.2848
0.0100,400,0.1264,0.2688,0.5896
0.1000,800,0.1845,0.1422,0.4865
0.0500,800,0.1257,0.3693,0.4430
0.0100,800,0.2309,0.0990,0.2251
0.1000,1600,0.1440,0.1689,0.0482
0.0500,1600,0.1107,0.2815,0.0869
0.0100,1600,0.1091,0.0874,0.2021
