Noise,N,0
0.0261,100,-134.8163
0.0146,100,-129.7005
0.0026,100,-137.0732
0.0263,200,-256.0723
0.0131,200,-250.9020
0.0027,200,-263.7375
0.0274,400,-526.5519
0.0138,400,-436.8757
0.0027,400,-534.6041
0.0264,800,-946.9869
0.0134,800,-1029.9701
0.0028,800,-1079.3421
0.0267,1600,-2162.8118
0.0134,1600,-2118.4625
0.0027,1600,-2163.5321
