Noise,N,0,1,2
0.1,100,0.3637389519240447,0.8388215880998378,1.2281799615028346
0.05,100,0.1437371701228342,0.3593736154102355,0.9693617652512032
0.01,100,0.29254802105461986,0.08217855223356557,0.6751473254821488
0.1,200,0.2397682666717504,0.719658684401264,0.5967297929243363
0.05,200,0.12383583783279785,0.1661068968773921,1.3448254330802603
0.01,200,0.21311817275114545,0.24622484621557825,0.3740049317749628
0.1,400,0.16954431177556495,0.12115032242375308,0.3616799116139896
0.05,400,0.19897219741679126,0.935436793980144,0.2847577068737939
0.01,400,0.12635019188956512,0.2687901524590574,0.5896138762626986
0.1,800,0.1845452088352187,0.14223457427506125,0.4865160815946219
0.05,800,0.12565810061682847,0.36926744304219,0.4430034325206965
0.01,800,0.2309109745203439,0.09902562686459916,0.2250894066714225
0.1,1600,0.14403728311955236,0.16885892414652848,0.04823293672537109
0.05,1600,0.11073040933339677,0.2814666749336988,0.08689220922712322
0.01,1600,0.10913400737529104,0.08737543689737079,0.2020661064146326
