Noise,N,0
0.0261,100,0.4035
0.0146,100,0.3964
0.0026,100,0.4317
0.0263,200,0.5805
0.0131,200,0.2733
0.0027,200,0.2552
0.0274,400,0.3331
0.0138,400,0.1254
0.0027,400,0.3460
0.0264,800,0.1950
0.0134,800,0.2940
0.0028,800,0.2533
0.0267,1600,0.3426
0.0134,1600,0.2594
0.0027,1600,0.3889
