Noise,N,0
0.02607386090268778,100,-125.0857831532618
0.014579089766763705,100,-122.8695704375563
0.0026230328035783284,100,-129.33201896074152
0.026275566103089502,200,-251.7104166425704
0.013109956175041095,200,-222.1336659651463
0.00270294583944271,200,-200.5021822744297
0.02740155559717342,400,-443.24303358672853
0.01382390421837956,400,-425.4428010242729
0.0027086595799486715,400,-393.1608316168629
0.026431523791205717,800,-532.1460905333735
0.01342825294964692,800,-544.3345922677373
0.002766131450104324,800,-422.264301661316
0.026655401493999992,1600,-1231.722895335114
0.01338065860073502,1600,-381.0983153631631
0.002721625861930322,1600,-866.096377522951
