Noise,N,0,1,2
0.0261,100,0.4935,0.6162,1.0000
0.0146,100,0.3976,0.7653,1.0000
0.0026,100,0.1710,0.5846,1.0000
0.0263,200,0.3391,0.6118,1.0000
0.0131,200,0.3285,0.8246,1.0000
0.0027,200,0.3075,0.5094,1.0000
0.0274,400,0.2650,0.4879,1.0000
0.0138,400,0.4023,0.4948,1.0000
0.0027,400,0.2663,0.6000,1.0000
0.0264,800,0.4107,0.6408,1.0000
0.0134,800,0.4218,0.5918,1.0000
0.0028,800,0.2682,0.4648,1.0000
0.0267,1600,0.2337,0.3515,1.0000
0.0134,1600,0.3062,0.4665,1.0000
0.0027,1600,0.3100,0.4692,1.0000
