Noise,N,0,1,2
0.0261,100,0.6245,0.7571,1.0000
0.0146,100,0.4646,0.6293,1.0000
0.0026,100,0.5412,0.7398,1.0000
0.0263,200,0.3915,0.7004,1.0000
0.0131,200,0.3047,0.7035,1.0000
0.0027,200,0.3485,0.5740,1.0000
0.0274,400,0.5203,0.7060,1.0000
0.0138,400,0.4481,0.6223,1.0000
0.0027,400,0.4001,0.6495,1.0000
0.0264,800,0.5163,0.7275,1.0000
0.0134,800,0.5339,0.7138,1.0000
0.0028,800,0.4743,0.6785,1.0000
0.0267,1600,0.5663,0.7396,1.0000
0.0134,1600,0.5347,0.7328,1.0000
0.0027,1600,0.6425,0.7826,1.0000
