Noise,N,0,1,2,3,4
0.0261,100,0.0043,0.1967,0.5573,0.7844,1.0000
0.0146,100,0.1482,0.3205,0.5055,0.8857,1.0000
0.0026,100,0.1885,0.3492,0.4868,0.6926,1.0000
0.0263,200,0.0384,0.1255,0.2800,0.6167,1.0000
0.0131,200,0.0299,0.1059,0.1439,0.6842,1.0000
0.0027,200,0.0426,0.6009,0.7174,0.9491,1.0000
0.0274,400,0.0719,0.0769,0.1351,0.2287,1.0000
0.0138,400,0.0071,0.1000,0.1081,0.3968,1.0000
0.0027,400,0.0315,0.0930,0.1750,0.3683,1.0000
0.0264,800,0.0098,0.0531,0.1095,0.3839,1.0000
0.0134,800,0.0016,0.1098,0.1547,0.3792,1.0000
0.0028,800,0.0019,0.1148,0.4221,0.4397,1.0000
0.0267,1600,0.0884,0.1045,0.2813,0.5069,1.0000
0.0134,1600,0.0354,0.1325,0.1551,0.5089,1.0000
0.0027,1600,0.0799,0.1085,0.2493,0.5007,1.0000
