Noise,N,0,1,2,3,4
0.0261,100,0.6714,0.9267,1.0000,0.6714,0.9267
0.0146,100,0.2485,0.8024,1.0000,0.2485,0.8024
0.0026,100,0.5912,0.9367,1.0000,0.5912,0.9367
0.0263,200,0.7391,0.9927,1.0000,0.7391,0.9927
0.0131,200,0.3305,0.9777,1.0000,0.3305,0.9777
0.0027,200,0.4988,0.9675,1.0000,0.4988,0.9675
0.0274,400,0.8615,0.9147,1.0000,0.8615,0.9147
0.0138,400,0.8895,0.9946,1.0000,0.8895,0.9946
0.0027,400,0.3799,0.9945,1.0000,0.3799,0.9945
0.0264,800,0.7969,0.9610,1.0000,0.7969,0.9610
0.0134,800,0.7223,0.9986,1.0000,0.7223,0.9986
0.0028,800,0.7819,0.9995,1.0000,0.7819,0.9995
0.0267,1600,0.2113,0.9878,1.0000,0.2113,0.9878
0.0134,1600,0.3974,0.9874,1.0000,0.3974,0.9874
0.0027,1600,0.5647,0.8135,1.0000,0.5647,0.8135
