Noise,N,0,1,2,3,4
0.02607386090268778,100,0.40736929520020665,0.040386769962919636,0.0344222587241152,0.010182201651021171,0.003897947966523981
0.014579089766763705,100,0.5622819936036398,0.0885467062672022,0.008769844790485001,0.010371031990619914,0.017318455734859385
0.0026230328035783284,100,0.6258586340882017,0.08412785241854995,0.023073381699916743,0.002658486632348419,0.004149807357246074
0.026275566103089502,200,0.5347530569811716,0.054201601865816566,0.019923039697770786,0.02752596750031199,0.005424650113008446
0.013109956175041095,200,0.4958547766227469,0.18429833908518825,0.01747255980288149,0.004371291847200996,0.004475528811449365
0.00270294583944271,200,0.4930677258524843,0.08693134587904458,0.052303658045609366,0.02900209413752752,0.003354892246644053
0.02740155559717342,400,0.38911039333456543,0.03815789863460195,0.028741604169565574,0.026155238675528138,0.0005854353668593818
0.01382390421837956,400,0.452976732044066,0.13075186703051433,0.04463483286831156,0.017068646582410217,0.002259000848199028
0.0027086595799486715,400,0.4506361091941693,0.1251680181394722,0.03899789150102721,0.017875113458862328,0.0005327339780630851
0.026431523791205717,800,0.431690795241109,0.1684245412789151,0.02803618538008689,0.018088394205269916,0.015404283000814346
0.01342825294964692,800,0.4511630766559417,0.109946371793149,0.03475093193818354,0.024259468854356057,0.017874874663372897
0.002766131450104324,800,0.4380097452085164,0.13710260078599826,0.04742743687718008,0.021638441309749228,0.0007312440779180484
0.026655401493999992,1600,0.4340742243388276,0.10194989409682256,0.04888345880141506,0.00590956523029184,0.006942092535694481
0.01338065860073502,1600,0.4400989219724815,0.1220019155795092,0.04231064811066874,0.002203517306131636,0.0029660698415559772
0.002721625861930322,1600,0.4348693437107112,0.06090920355485839,0.04158740184298992,0.04048633893907306,0.016311328241224825
