Noise,N,0,1,2,3,4
0.09689909045251084,100,0.4946803307184127,0.7203263897963206,0.8354640726585354,0.9327269666268384,1.0
0.05313906292220436,100,0.3959535299211708,0.6408186630429253,0.8341581190939158,0.937432913757485,1.0
0.010501746730355397,100,0.4301239560366132,0.5602633621312093,0.7278272525275753,0.8916973707847884,1.0
0.1121207812810688,200,0.3903601483671028,0.5118396433556527,0.7802187786906025,0.924698289627286,1.0
0.05281701353780674,200,0.4321546321178896,0.5092682582108515,0.6286175505346188,0.7797472143066729,1.0
0.011021644976536763,200,0.4102759456080093,0.6311779746747429,0.817324904800967,0.9467294695356432,1.0
0.10510484094970331,400,0.38999327741137546,0.5391103825314632,0.7005728164297169,0.8993554150103048,1.0
0.050496404120301,400,0.38679264994621787,0.5885461289306916,0.7923070904651086,0.8955456889858789,1.0
0.010452490384479731,400,0.37605016509331396,0.5188965194292824,0.7270775505753097,0.9079834385126992,1.0
0.10103236917553071,800,0.3728029809738833,0.6681880433906532,0.8069737987084978,0.955554553929198,1.0
0.049656108376438926,800,0.376216764353698,0.6052470542507384,0.7846319295472386,0.9540056991678127,1.0
0.010125426537555157,800,0.3850077014193338,0.5109187818590136,0.6938132012704674,0.8173692626710819,1.0
0.10034167000596704,1600,0.3730463780261066,0.5196179301291209,0.7169294069096179,0.919367309551368,1.0
0.052114340906432806,1600,0.3711723549814737,0.6068263612304917,0.805934381767609,0.8785764515485203,1.0
0.010559179023048289,1600,0.3674487388419405,0.5029510308829753,0.692352035169385,0.8282376317514459,1.0
