Noise,N,0
0.09689909045251084,100,0.09019251647710408
0.05313906292220436,100,1.0003777961855378e-06
0.010501746730355397,100,0.009907110183382462
0.1121207812810688,200,0.0453723925325031
0.05281701353780674,200,0.0397473215932212
0.011021644976536763,200,0.01819860976434785
0.10510484094970331,400,0.037816456469932265
0.050496404120301,400,0.013964204602447162
0.010452490384479731,400,0.014644961097238028
0.10103236917553071,800,0.02454316325770153
0.049656108376438926,800,0.01127764146401072
0.010125426537555157,800,0.009242955196771051
0.10034167000596704,1600,0.02070187251059297
0.052114340906432806,1600,0.01214897135969208
0.010559179023048289,1600,0.007141383934966378
