Noise,N,0
0.09689909045251084,100,-102.05619351203494
0.05313906292220436,100,-100.80288220007635
0.010501746730355397,100,-97.22663461852235
0.1121207812810688,200,-171.8298114040736
0.05281701353780674,200,-184.19592650054645
0.011021644976536763,200,-156.50197220874222
0.10510484094970331,400,-282.6961737017317
0.050496404120301,400,-222.76155863605564
0.010452490384479731,400,-234.4742319679837
0.10103236917553071,800,-269.35047843615797
0.049656108376438926,800,-196.64312949917104
0.010125426537555157,800,-295.80170610336893
0.10034167000596704,1600,-349.9529455146999
0.052114340906432806,1600,-257.17000315932097
0.010559179023048289,1600,-251.49416232779132
