Noise,N,0
0.0969,100,1.3674
0.0531,100,1.2318
0.0105,100,1.3197
0.1121,200,1.0241
0.0528,200,1.3193
0.0110,200,0.9682
0.1051,400,1.2525
0.0505,400,1.1902
0.0105,400,1.0301
0.1010,800,1.0605
0.0497,800,1.0275
0.0101,800,1.1605
0.1003,1600,1.0927
0.0521,1600,0.9339
0.0106,1600,1.0909
