Noise,N,0
0.09689909045251084,100,1.3674090816685824
0.05313906292220436,100,1.231782816814182
0.010501746730355397,100,1.3197059230980686
0.1121207812810688,200,1.0240825729584222
0.05281701353780674,200,1.3193059712680553
0.011021644976536763,200,0.9681642998518613
0.10510484094970331,400,1.2524795008749257
0.050496404120301,400,1.1901543536114167
0.010452490384479731,400,1.030062046962741
0.10103236917553071,800,1.0605138776333711
0.049656108376438926,800,1.0275240161115486
0.010125426537555157,800,1.1605187637845755
0.10034167000596704,1600,1.0927264645228765
0.052114340906432806,1600,0.9338956336820632
0.010559179023048289,1600,1.0909257575175209
