Noise,N,0
0.09689909045251084,100,-108.20616008442478
0.05313906292220436,100,-112.23295788118178
0.010501746730355397,100,-106.86811294733235
0.1121207812810688,200,-192.90777032688686
0.05281701353780674,200,-185.33377626428933
0.011021644976536763,200,-171.00153790815133
0.10510484094970331,400,-282.45600029988555
0.050496404120301,400,-255.17114110203343
0.010452490384479731,400,-237.1148085681933
0.10103236917553071,800,-270.91204728089764
0.049656108376438926,800,-277.96818121658254
0.010125426537555157,800,-356.27545106261147
0.10034167000596704,1600,-549.8470136885907
0.052114340906432806,1600,-482.6761589965935
0.010559179023048289,1600,-322.4787063257988
