Noise,N,0
0.09689909045251084,100,2.606567610292746
0.05313906292220436,100,1.6634277156448776
0.010501746730355397,100,1.5538266731389765
0.1121207812810688,200,1.69235361462426
0.05281701353780674,200,1.8600913985078145
0.011021644976536763,200,1.827180773299584
0.10510484094970331,400,2.0826985697558418
0.050496404120301,400,2.0209707173972777
0.010452490384479731,400,2.342802029520747
0.10103236917553071,800,2.07952019422199
0.049656108376438926,800,1.6656428111056338
0.010125426537555157,800,1.8171822355344105
0.10034167000596704,1600,1.6655030139069766
0.052114340906432806,1600,1.686546578176595
0.010559179023048289,1600,1.5837574579418416
