Noise,N,0
0.09689909045251084,100,-121.95862177565218
0.05313906292220436,100,-115.0913516521254
0.010501746730355397,100,-108.42470032685249
0.1121207812810688,200,-223.4145048284576
0.05281701353780674,200,-242.99982120473663
0.011021644976536763,200,-199.9421499336717
0.10510484094970331,400,-438.6321364771745
0.050496404120301,400,-360.852631459427
0.010452490384479731,400,-437.8530772191969
0.10103236917553071,800,-732.533628738007
0.049656108376438926,800,-685.8834013633813
0.010125426537555157,800,-884.8238552501741
0.10034167000596704,1600,-1617.3841670416284
0.052114340906432806,1600,-1568.0279435997143
0.010559179023048289,1600,-1730.5364243684282
