Noise,N,0,1,2,3
0.09689909045251084,100,0.34410727244588857,0.5595675738721229,0.6820315026049169,1.0
0.05313906292220436,100,0.3037380357678614,0.4333064140567059,0.5830181629392137,1.0
0.010501746730355397,100,0.3591707794810025,0.4910852053386153,0.7416502352224152,1.0
0.1121207812810688,200,0.3488982355810337,0.4831031727398881,0.7604773770962345,1.0
0.05281701353780674,200,0.4152214430529084,0.5142257449182481,0.7647575170191245,1.0
0.011021644976536763,200,0.4610790981604125,0.5508345836081134,0.8251333962401923,1.0
0.10510484094970331,400,0.3452104644060465,0.4576350535080487,0.6585429344473253,1.0
0.050496404120301,400,0.3925533534177261,0.6343186673512136,0.854859012814028,1.0
0.010452490384479731,400,0.3521867813654467,0.4959167943984071,0.8180557544572902,1.0
0.10103236917553071,800,0.3228617392151494,0.5643995636635133,0.7974101928728223,1.0
0.049656108376438926,800,0.3148877599029475,0.5311787282586631,0.7011583925479791,1.0
0.010125426537555157,800,0.3241959857379463,0.4617920534334829,0.6788721434975242,1.0
0.10034167000596704,1600,0.3338967410949979,0.44711775116113706,0.6512167378299809,1.0
0.052114340906432806,1600,0.33106232802315605,0.5195545391085582,0.7366445399157,1.0
0.010559179023048289,1600,0.35376810071829995,0.4621752307617768,0.6800419288901369,1.0
