Noise,N,0
0.0969,100,0.1580
0.0531,100,0.1155
0.0105,100,0.1098
0.1121,200,0.1156
0.0528,200,0.2622
0.0110,200,0.0749
0.1051,400,0.1585
0.0505,400,0.0979
0.0105,400,0.1375
0.1010,800,0.0677
0.0497,800,0.0641
0.0101,800,0.1844
0.1003,1600,0.1048
0.0521,1600,0.1150
0.0106,1600,0.1729
