Noise,N,0,1,2,3,4
0.0,100,0.9999999999999996,-5.6802524460924e-13,-5.6802524460924e-13,-5.6802524460924e-13,-5.6802524460924e-13
0.001,100,0.9999999657256552,1.4297833744073242e-08,6.536141807067827e-10,-1.6861912400401444e-11,-1.6861912400401444e-11
0.0,200,1.0000000000012081,0.5000000000000473,0.5000000000000473,0.5000000000000473,0.5000000000000473
0.001,200,0.9999999911076086,1.4902052871669693e-09,5.342278681844957e-10,2.3074844025536152e-10,2.3074844025536152e-10
0.0,400,0.9999999999999996,6.884829019032687e-13,6.884829019032687e-13,6.884829019032687e-13,6.884829019032687e-13
0.001,400,0.9999999899554738,7.4345823174879226e-09,-3.4207891637488157e-11,6.588054570317739e-11,-3.4207891637488157e-11
0.0,800,0.9999999999999998,-0.02541835640243717,-0.02541835640243717,-0.02541835640243717,-0.02541835640243717
0.001,800,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
0.0,1600,0.9999999999999996,1.1774031878387378e-12,1.1774031878387378e-12,1.1774031878387378e-12,1.1774031878387378e-12
0.001,1600,0.9999999999999996,3.092675386398032e-10,3.092675386398032e-10,3.092675386398032e-10,3.092675386398032e-10
