Noise,N,0,1,2,3,4
0.0,100,0.7074347706133907,1164624.1943994504,1653288.5427317852,1092787.1880924231,647594.4126238539
0.001,100,0.6810250551904949,126853.60021103715,231891.34712716663,143467.11635354778,160470.51032202266
0.0,200,0.9197652415351826,1519250.2038216998,1792149.046334734,1134080.4005505843,1919911.7223333726
0.001,200,0.697605512661085,154701.2762790795,102687.98795479636,132538.03791536894,92727.67419378912
0.0,400,0.6917370088700232,545293.8744030261,584193.3602455886,521487.7360825886,556453.1661074291
0.001,400,0.6835668790778041,47590.24382708784,40271.661237707645,43423.3010027018,44364.322318088605
0.0,800,0.9910472485256128,194612.41061868676,155045.4336513769,162022.96647530625,148119.4970954351
0.001,800,1.0669593983909331,621445.1985607126,634664.9845391291,593538.859322093,586828.5558092779
0.0,1600,0.8478584185030253,106.75500773975088,109.63601683974665,103.46495445935145,112.7118429047798
0.001,1600,0.8843588330120359,126704.36624681766,121124.9917462176,122242.49001736075,122326.84946399606
