Noise,N,0
0.0,100,1e-06
0.001,100,1.928990804703653e-06
0.0,200,1e-06
0.001,200,1.910300382168756e-06
0.0,400,1e-06
0.001,400,1.9909460858629932e-06
0.0,800,1e-06
0.001,800,2.011265326260088e-06
0.0,1600,5.049614949890636e-05
0.001,1600,5.0985743573754355e-05
