Noise,N,0
0.0000,100,-132.0927
0.0250,100,-133.4551
0.0000,200,-278.2457
0.0250,200,-272.0559
0.0000,400,-513.6898
0.0250,400,-559.5889
0.0000,800,-1078.3503
0.0250,800,-904.1546
0.0000,1600,-1760.6230
0.0250,1600,-1756.8694
