Noise,N,0,1,2,3,4
0.0010,100,0.0375,0.0689,0.3121,0.5092,1.0000
0.0000,100,0.0698,0.2013,0.2404,0.6857,1.0000
0.0010,200,0.0070,0.1256,0.3799,0.5953,1.0000
0.0000,200,0.0485,0.4121,0.4980,0.7158,1.0000
0.0010,400,0.0003,0.0272,0.0714,0.4739,1.0000
0.0000,400,0.0112,0.0227,0.2066,0.6745,1.0000
0.0010,800,0.0065,0.0227,0.2920,0.6201,1.0000
0.0000,800,0.0650,0.1030,0.1736,0.4303,1.0000
0.0010,1600,0.0004,0.0042,0.2147,0.4432,1.0000
0.0000,1600,0.0003,0.0055,0.0491,0.4642,1.0000
