Noise,N,0
0.0,100,1.1033440602916669
0.001,100,1.004704391340917
0.0,200,1.2063184075185185
0.001,200,1.2676038155527525
0.0,400,1.4083152935515884
0.001,400,1.1558009370934914
0.0,800,1.197954347435954
0.001,800,1.1257452707669346
0.0,1600,1.0787350513198546
0.001,1600,1.121993740786707
