Noise,N,0
0.0000,100,1.1033
0.0010,100,1.0047
0.0000,200,1.2063
0.0010,200,1.2676
0.0000,400,1.4083
0.0010,400,1.1558
0.0000,800,1.1980
0.0010,800,1.1257
0.0000,1600,1.0787
0.0010,1600,1.1220
