Noise,N,0,1,2,3,4
0.0010,100,0.0375,0.0138,0.1532,0.0267,0.0530
0.0000,100,0.0698,0.0640,0.0031,0.1336,0.0918
0.0010,200,0.0070,0.0970,0.0500,0.0086,0.0123
0.0000,200,0.0485,0.0384,0.0096,0.0970,0.0047
0.0010,400,0.0003,0.0243,0.0055,0.0110,0.1192
0.0000,400,0.0112,0.0010,0.1282,0.0159,0.0041
0.0010,800,0.0065,0.0043,0.1044,0.0057,0.0234
0.0000,800,0.0650,0.0036,0.0095,0.0292,0.0517
0.0010,1600,0.0004,0.0016,0.1277,0.0035,0.0038
0.0000,1600,0.0003,0.0044,0.0189,0.0946,0.0032
