Noise,N,0
0.0,100,-132.09268530846867
0.025,100,-133.45508931392334
0.0,200,-278.24570983463747
0.025,200,-272.05593279562044
0.0,400,-513.6898385960532
0.025,400,-559.5889010083213
0.0,800,-1078.350334322186
0.025,800,-904.154570910884
0.0,1600,-1760.6230281098096
0.025,1600,-1756.8694444618554
