Noise,N,0
0.0000,100,0.1853
0.0010,100,0.1606
0.0000,200,0.0000
0.0010,200,0.0000
0.0000,400,0.0002
0.0010,400,0.5119
0.0000,800,0.0002
0.0010,800,0.0005
0.0000,1600,0.0000
0.0010,1600,0.0000
