Noise,N,0
0.001,100,2.82598772581758e-08
0.0,100,0.1391438173075912
0.001,200,4.698080641065914e-09
0.0,200,0.0003155199352821263
0.001,400,0.0018073345565298505
0.0,400,0.0056821916798347714
0.001,800,0.0006726264447549273
0.0,800,0.00031911979351731965
0.001,1600,0.000562552479862064
0.0,1600,3.641024186395953e-05
