Noise,N,0
0.0010,100,-115.5309
0.0000,100,-120.5263
0.0010,200,-223.4274
0.0000,200,-174.2933
0.0010,400,-349.2673
0.0000,400,-387.8213
0.0010,800,-529.5323
0.0000,800,-406.0581
0.0010,1600,-525.8246
0.0000,1600,-224.1674
